id_cliente,idade,renda_anual,divida_atual,historico_pagamento,score_externo,inadimplente
634,18,289380.0,15717.51,53,0.137,0
635,33,144508.71,23558.39,69,0.734,0
636,78,441135.54,41081.84,100,0.632,0
637,56,401751.62,22963.26,56,0.584,0
638,80,334349.14,17889.91,9,0.39,0
639,22,427532.14,24710.62,39,0.355,0
640,39,435637.69,41412.46,6,0.045,1
641,46,358556.04,16760.4,37,0.218,0
642,72,420951.46,8688.08,84,0.015,0
643,20,353273.66,35600.7,60,0.581,0
644,29,344868.27,41298.91,83,0.106,0
645,43,315026.52,5031.87,2,0.873,0
646,33,380067.57,11993.71,50,0.523,0
647,68,91923.48,7098.6,85,0.7,0
648,54,442222.32,17397.07,46,0.411,0
649,39,437844.11,22517.55,67,0.561,0
650,74,29184.93,37441.32,91,0.943,0
651,46,415521.12,32557.38,75,0.083,0
652,31,77501.89,31046.43,37,0.254,1
653,45,177532.64,17618.75,35,0.78,0
654,22,375601.5,42072.38,40,0.099,0
655,64,92968.55,23564.36,68,0.076,0
656,66,411714.01,48955.25,12,0.362,1
657,47,418585.08,31707.11,86,0.092,0
658,63,261121.85,6313.24,57,0.585,0
659,79,18097.15,33808.88,49,0.226,1
660,69,154213.49,16255.2,29,0.896,0
661,22,314209.56,34316.36,61,0.784,0
662,29,490875.3,3482.06,100,0.7,0
663,33,321429.56,8744.07,24,0.617,0
664,43,141004.74,42786.86,26,0.863,1
665,43,322492.77,11358.98,50,0.223,0
666,65,276892.91,41852.06,77,0.873,0
667,38,393225.02,13963.8,56,0.789,0
668,56,66885.61,32144.1,46,0.748,0
669,53,384098.53,34707.53,99,0.561,0
670,50,277514.29,25632.74,38,0.246,0
671,79,482051.12,15265.53,15,0.424,0
672,47,180808.0,10632.22,21,0.794,0
673,54,321821.62,1659.47,84,0.032,0
674,40,467033.63,15197.32,53,0.782,0
675,75,64717.22,32658.14,20,0.24,1
676,27,469555.82,46915.24,71,0.144,0
677,71,348624.58,43560.22,15,0.116,1
678,22,47900.97,38303.24,58,0.027,1
679,53,160967.33,39422.37,30,0.524,1
680,51,358463.46,33249.25,41,0.218,0
681,69,47665.04,13014.34,73,0.989,0
682,48,297352.67,45359.75,31,0.574,0
683,27,182753.28,33536.62,58,0.138,1
684,75,316144.03,28022.03,33,0.689,0
685,36,37184.89,5549.47,8,0.898,0
686,75,437695.35,22352.78,80,0.745,0
687,49,487142.15,23017.91,10,0.076,0
688,18,484905.76,43228.18,95,0.896,0
689,73,378581.14,27332.41,9,0.794,0
690,22,78091.83,19020.03,85,0.158,0
691,62,382757.65,48840.02,16,0.052,1
692,21,26924.65,5536.03,67,0.557,0
693,33,25729.92,21127.42,47,0.156,1
694,41,171950.96,2101.23,51,0.835,0
695,33,251991.95,36995.21,24,0.358,1
696,72,388647.6,45903.83,20,0.913,0
697,19,346398.26,14001.87,100,0.566,0
698,66,231262.81,42917.08,64,0.183,1
699,45,147708.93,14610.91,62,0.14,0
700,49,498605.38,45538.51,88,0.576,0
701,44,221697.93,37698.1,50,0.762,0
702,37,233922.71,40245.34,35,0.782,0
703,41,94357.55,900.33,80,0.276,0
704,29,400482.63,48140.52,87,0.204,0
705,67,351435.88,36333.55,65,0.017,0
706,52,122073.26,15237.55,14,0.679,0
707,77,54954.81,41469.73,95,0.077,1
708,50,345042.16,14076.06,38,0.421,0
709,50,332437.94,43637.69,69,0.602,0
710,78,147530.87,5629.02,0,0.937,0
711,68,476168.83,35184.3,22,0.312,0
712,60,88263.08,27034.92,38,0.25,1
713,54,224682.38,4826.72,56,0.654,0
714,29,472653.72,12094.69,80,0.619,0
715,20,218567.75,620.2,33,0.332,0
716,18,324685.08,23438.4,40,0.928,0
717,50,207833.28,15063.26,92,0.845,0
718,57,147994.37,29917.87,72,0.224,0
719,27,492229.16,14861.89,12,0.239,0
720,60,213526.99,14995.96,69,0.512,0
721,61,448638.11,37159.66,5,0.774,0
722,46,126527.98,2407.14,83,0.044,0
723,30,118355.78,45144.75,51,0.693,1
724,29,30100.03,42613.19,2,0.648,1
725,48,331058.41,33390.23,80,0.231,0
726,63,193735.28,29661.08,62,0.681,0
727,19,434213.75,44615.12,48,0.94,0
728,78,244506.8,9266.51,75,0.047,0
729,68,484573.81,3948.46,46,0.32,0
730,67,104979.88,11975.51,54,0.438,0
731,52,436282.24,39728.91,63,0.899,0
732,40,391649.47,1733.51,64,0.962,0
733,34,388897.09,29140.34,80,0.444,0
734,43,424719.87,49771.88,66,0.75,0
735,25,384096.64,42784.8,89,0.532,0
736,46,318716.86,26072.28,14,0.538,0
737,43,78653.77,3182.05,99,0.278,0
738,27,30775.2,41568.68,31,0.217,1
739,43,461611.21,29948.93,95,0.288,0
740,79,314075.4,5746.65,67,0.556,0
741,51,401320.59,4692.86,17,0.029,0
742,68,248538.34,45481.34,82,0.907,0
743,58,71894.47,33460.01,42,0.156,1
744,24,75715.11,41464.34,34,0.22,1
745,21,347499.16,43948.95,77,0.518,0
746,75,223698.36,28588.62,57,0.71,0
747,70,112254.49,25872.32,32,0.096,1
748,67,253423.36,21521.37,13,0.318,0
749,62,46141.33,15847.33,33,0.969,0
750,28,297256.13,21729.8,60,0.262,0
751,46,145461.8,38693.98,3,0.313,1
752,73,401816.16,30096.17,87,0.836,0
753,53,165525.55,44626.16,58,0.05,1
754,42,235781.77,22169.0,28,0.465,0
755,38,20635.96,30354.48,82,0.38,0
756,78,50136.74,31565.38,5,0.317,1
757,74,205359.37,29584.86,96,0.286,0
758,53,247770.33,35131.69,48,0.091,1
759,27,306009.97,11871.67,39,0.315,0
760,54,156456.35,25618.19,82,0.043,0
761,26,352066.21,5211.24,64,0.781,0
762,41,432159.36,19225.57,68,0.398,0
763,52,393227.73,24383.35,26,0.444,0
764,66,34215.13,32611.21,79,0.894,0
765,52,248045.87,47526.55,5,0.658,1
766,65,65891.14,30032.55,12,0.008,1
767,53,132391.83,37179.7,63,0.943,0
768,35,493531.36,25313.3,61,0.237,0
769,66,84110.34,31705.2,98,0.108,0
770,56,256960.75,3546.61,18,0.768,0
771,49,314805.53,12719.58,75,0.5,0
772,41,355695.51,18092.65,79,0.434,0
773,40,286429.61,23624.67,42,0.25,0
774,79,19738.86,2282.44,73,0.547,0
775,49,173333.73,7001.2,88,0.274,0
776,54,266090.15,13840.72,19,0.902,0
777,29,57615.25,48576.63,94,0.215,1
778,66,185054.06,16567.35,67,0.884,0
779,72,31103.51,24102.05,43,0.559,0
780,30,53110.57,9804.89,22,0.828,0
781,40,207507.79,30539.0,1,0.713,0
782,42,79367.14,14034.16,21,0.697,0
783,52,290257.31,10349.63,56,0.324,0
784,58,349390.51,25828.63,100,0.234,0
785,47,403284.55,275.29,71,0.211,0
786,34,112072.87,383.2,6,0.857,0
787,66,96229.05,10953.44,77,0.82,0
788,79,65715.4,1836.07,55,0.441,0
789,37,323668.67,5401.29,66,0.132,0
790,65,357640.73,16943.03,15,0.382,0
791,42,30319.28,40129.28,82,0.619,0
792,39,469062.94,28602.43,50,0.454,0
793,30,40206.07,25633.39,81,0.78,0
794,76,277528.72,14674.44,79,0.998,0
795,36,358894.35,46587.69,71,0.191,0
796,66,437420.03,19850.75,96,0.46,0
797,53,361332.16,4354.64,11,0.431,0
798,29,403838.12,30853.33,52,0.304,0
799,78,179633.34,5691.92,74,0.198,0
800,58,410190.18,17261.16,4,0.066,0
801,36,53855.7,25370.6,26,0.887,0
802,29,448986.08,43711.13,11,0.42,0
803,26,280582.3,24677.33,16,0.497,0
804,24,411389.42,35112.94,5,0.917,0
805,45,234374.37,49640.84,96,0.776,0
806,31,327135.18,6574.46,4,0.131,0
807,48,270305.29,13736.58,56,0.565,0
808,69,369820.92,19728.8,27,0.442,0
809,36,54590.54,21091.41,77,0.797,0
810,75,44270.76,20551.05,68,0.724,0
811,64,134845.07,45380.55,58,0.69,1
812,33,92379.17,35701.63,32,0.341,1
813,70,437815.03,30395.26,61,0.805,0
814,22,121318.78,15468.64,49,0.052,0
815,52,488294.65,41189.52,18,0.16,0
816,29,178394.46,47753.03,85,0.336,1
817,42,103327.19,41059.91,68,0.077,1
818,69,398003.78,78.26,65,0.235,0
819,76,334473.27,31820.07,93,0.83,0
820,38,256624.92,2556.77,46,0.948,0
821,53,284351.32,12880.36,38,0.305,0
822,70,363812.86,2976.24,67,0.265,0
823,40,125800.55,30189.77,32,0.28,1
824,33,498221.95,34329.5,12,0.278,0
825,74,487774.68,5724.38,83,0.036,0
826,56,330407.96,19191.94,53,0.927,0
827,62,111778.09,22811.83,6,0.214,1
828,70,344910.7,18452.65,78,0.42,0
829,59,50016.23,6051.25,86,0.01,0
830,75,29866.46,20947.39,13,0.858,0
831,56,139976.2,37558.9,86,0.731,0
832,31,239372.13,3550.38,18,0.947,0
833,48,436112.17,4009.0,53,0.782,0
834,75,367677.0,17738.56,92,0.314,0
835,22,375212.66,47086.29,19,0.248,1
836,52,221364.27,33428.63,28,0.698,0
837,40,182778.47,33933.5,23,0.364,1
838,46,194953.8,18096.0,81,0.566,0
839,60,494010.04,29683.04,62,0.006,0
840,28,34452.96,506.56,73,0.062,0
841,35,435510.28,31804.8,56,0.535,0
842,64,295657.57,45664.35,7,0.566,1
843,29,227728.48,30628.67,89,0.751,0
844,26,366749.97,43684.93,61,0.132,0
845,27,251034.44,36198.65,28,0.513,0
846,75,438610.27,6027.92,73,0.194,0
847,61,451840.4,45122.67,16,0.093,1
848,34,219534.65,3322.19,65,0.41,0
849,78,149261.48,26698.37,5,0.163,1
850,55,302289.91,7106.86,57,0.222,0
851,24,457496.22,585.33,68,0.318,0
852,63,117171.16,21101.71,27,0.259,1
853,30,317138.79,14752.04,61,0.088,0
854,57,321306.71,24300.02,40,0.09,0
855,59,370559.82,28859.99,68,0.193,0
856,26,78810.33,2186.95,81,0.051,0
857,67,362175.11,6150.16,89,0.626,0
858,44,455880.77,27932.12,83,0.287,0
859,75,102146.31,17158.37,40,0.28,0
860,19,130208.51,36458.67,48,0.332,1
861,22,486126.62,32614.58,90,0.663,0
862,46,102773.82,42280.22,48,0.871,0
863,54,429376.77,34624.64,75,0.759,0
864,55,253754.76,21496.55,70,0.728,0
865,36,134907.07,33648.33,2,0.484,1
866,25,437313.7,13769.06,9,0.694,0
867,65,230973.05,15315.67,97,0.553,0
868,62,264686.42,39449.26,88,0.216,0
869,18,189228.18,22320.98,34,0.209,0
870,39,302581.16,39919.02,79,0.296,0
871,69,94309.08,41121.12,1,0.911,1
872,34,204674.55,42878.12,23,0.547,1
873,80,485164.98,45831.76,73,0.734,0
874,24,140194.71,21549.26,37,0.347,0
875,42,333517.28,15943.34,21,0.408,0
876,62,172717.18,29109.94,25,0.126,1
877,21,390134.47,18558.62,42,0.171,0
878,53,78473.73,30053.71,54,0.827,0
879,23,485363.21,35279.29,38,0.585,0
880,77,235087.93,34420.25,90,0.338,0
881,48,129484.47,18727.64,28,0.803,0
882,36,50645.92,8343.01,19,0.247,0
883,78,97332.58,21526.47,90,0.976,0
884,61,267090.37,7129.71,40,0.345,0
885,71,178446.54,44504.85,53,0.337,1
886,56,417008.43,17293.87,19,0.312,0
887,44,223980.45,7722.99,18,0.122,0
888,27,135626.42,1272.39,83,0.111,0
889,43,314315.32,32291.12,98,0.648,0
890,36,357786.95,31845.12,65,0.875,0
891,56,96015.33,17030.21,29,0.791,0
892,79,96295.32,3585.59,52,0.141,0
893,20,32785.64,20481.44,33,0.546,0
894,62,372154.98,15560.87,21,0.106,0
895,30,336945.2,33856.03,66,0.045,0
896,67,245195.97,30288.96,5,0.656,0
897,45,424422.67,18229.69,78,0.535,0
898,79,405750.02,10894.63,26,0.082,0
899,75,298896.87,49401.8,9,0.035,1
900,37,436111.57,22700.08,72,0.99,0
901,45,114832.99,34413.71,96,0.03,1
902,25,69281.02,7027.65,95,0.445,0
903,78,145828.56,24279.48,47,0.505,0
904,80,42687.13,1376.84,69,0.117,0
905,58,272617.22,25272.76,58,0.169,0
906,56,469253.76,48200.87,99,0.352,0
907,18,34081.62,19210.34,58,0.762,0
908,20,74223.31,1949.8,1,0.507,0
909,30,234316.53,1547.79,28,0.638,0
910,45,467929.38,19399.34,67,0.985,0
911,79,168335.71,8001.25,64,0.768,0
912,74,261008.88,1167.6,82,0.434,0
913,80,35162.84,37810.68,25,0.446,1
914,77,86946.45,22926.15,88,0.619,0
915,66,493515.61,14462.24,9,0.665,0
916,42,483082.57,45004.16,52,0.501,0
917,73,17395.89,5806.95,78,0.645,0
918,50,476628.72,47795.94,58,0.024,0
919,55,324973.17,15698.34,21,0.43,0
920,70,435940.37,44420.18,50,0.279,0
921,23,235548.83,30147.14,47,0.129,0
922,75,265064.07,41335.37,20,0.1,1
923,61,252090.59,49200.66,21,0.603,1
924,62,338429.16,14420.27,99,0.524,0
925,49,82730.86,48056.77,97,0.254,1
926,62,29537.19,19474.09,29,0.471,1
927,78,164346.02,19275.6,24,0.492,0
928,64,356770.17,17019.36,27,0.195,0
929,38,112898.92,27070.38,64,0.652,0
930,33,341614.73,7707.25,44,0.781,0
931,71,485407.34,27685.57,67,0.791,0
932,38,60541.85,27085.24,6,0.602,1
933,28,341212.03,38095.09,48,0.512,0
934,77,230218.86,41682.5,8,0.061,1
935,54,436048.99,22022.07,35,0.288,0
936,53,100917.65,15116.66,82,0.093,0
937,52,350923.59,12966.74,0,0.964,0
938,36,421485.92,9731.19,9,0.135,0
939,37,473137.9,2882.38,35,0.152,0
940,74,346375.29,17122.4,72,0.89,0
941,35,256129.76,13512.38,45,0.944,0
942,64,314655.91,48320.87,31,0.766,0
943,58,436418.92,27885.44,31,0.005,0
944,66,291745.73,17363.85,5,0.001,0
945,31,29737.72,29023.38,47,0.378,1
946,32,466510.12,6959.84,37,0.143,0
947,48,349420.47,22202.19,16,0.018,0
948,18,343108.99,31311.72,73,0.464,0
949,70,119602.45,24444.89,26,0.943,0
950,71,334559.45,20088.94,53,0.324,0
951,71,206024.24,49692.42,49,0.661,1
952,20,330847.99,44015.74,34,0.652,0
953,33,66697.62,31170.3,84,0.251,0
954,40,334054.97,28468.87,24,0.65,0
955,74,499715.66,31033.02,27,0.212,0
956,28,38382.84,10065.61,14,0.122,1
957,29,488929.48,19756.89,3,0.701,0
958,27,212350.36,1972.98,92,0.113,0
959,49,437315.42,23777.3,72,0.997,0
960,33,394456.96,27151.23,26,0.183,0
961,25,290002.89,11387.49,25,0.594,0
962,55,373147.87,48201.44,18,0.411,1
963,29,441080.05,45472.73,91,0.126,0
964,41,211008.06,36107.16,16,0.028,1
965,45,173611.08,26669.33,42,0.623,0
966,70,338782.79,43498.46,40,0.807,0
967,25,406805.28,6532.62,41,0.842,0
968,75,384708.29,39525.49,49,0.483,0
969,45,401939.62,6241.04,83,0.777,0
970,53,226257.91,39710.53,39,0.673,0
971,43,411649.59,13788.38,38,0.724,0
972,25,73301.39,43854.53,22,0.493,1
973,75,279077.21,47202.1,95,0.633,0
974,77,17792.95,7439.8,51,0.806,0
975,67,172424.13,23133.78,46,0.398,0
976,45,192733.84,49049.37,62,0.806,0
977,45,207143.76,24170.37,96,0.592,0
978,54,352301.6,43177.38,68,0.166,0
979,58,203450.68,29436.58,42,0.025,1
980,53,232616.41,18766.5,47,0.363,0
981,44,130208.9,14289.18,33,0.547,0
982,71,196027.12,10161.15,39,0.84,0
983,80,125225.77,38089.91,74,0.127,1
984,34,50500.02,19327.03,60,0.8,0
985,26,307672.57,25563.77,49,0.863,0
986,50,339083.21,24616.27,66,0.151,0
987,70,315452.82,28863.95,61,0.852,0
988,37,239794.61,43278.86,57,0.991,0
989,30,199196.1,49036.97,32,0.727,1
990,45,433716.82,20379.21,74,0.785,0
991,65,266754.67,41375.95,15,0.994,0
992,46,247403.21,38226.39,81,0.605,0
993,30,27436.4,28676.45,93,0.308,0
994,63,180505.2,47802.36,47,0.838,0
995,52,199394.88,10023.73,9,0.614,0
996,78,208429.05,5463.21,81,0.581,0
997,23,296383.6,42698.1,37,0.254,1
998,35,273797.24,21957.49,18,0.756,0
999,68,309833.97,42348.44,35,0.082,1
1000,22,385968.38,44654.51,58,0.924,0
